Barkod;"Eser Adı / Kitap Adı";Yazar;"Yer Numarası (Sırt No)";ISBN/ISSN;"Raf Konumu";"Ana Kütüphane";"Raf Kontrol Notu";"Materyal Türü"
111000000517;"Basic linear algebra";"Koç, Cemal";"512.5 KOÇ 2011";9759606569;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000518;"Kataloglama Kuralları (Anglo-American Cataloging Rules)";;"025.32 KAT 1980";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000519;"Büyük Umutlar";"Dıckens Charles";"808.7 DIC 1990";9754062102;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000520;"Sonsuzluk peşinde";"Delinsky, Barbara";"828.3354 DEL 1995";9755622055;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000521;Bitanem;"Özer, Candan";"813.42 ÖZE 2012";9786054401833;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000522;"Çınarlı Köyün Muhtarı";"Öztürk, Hasan";"813.42 ÖZT 2007";9789758683628;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000523;"Atatürk anektodlar-anılar";"Arıburnu, Kemal";"923.156 ARI 1960";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000524;"Yazı,imge ve gerçeklik";"Özdenören, Rasim";"814.42 ÖZD 2011";9789753554329;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000525;"Ben de yazarım :";;"808.0494335 BEN 2016";9786056584114;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000526;"Kızıl Ejder";"Harris, Thomas";"828.3354 HAR 2002";9752102352;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000527;"Ceset dedi ki";"Christie, Agatha";"823.92 CHR ";9754050090;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000528;Leviathan;"Auster, Paul";"828.3 AUS 2001";975510447X;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000529;"Öteki tarih-1";"Hür, Ayşe";"956.101 HÜR 2012";9789759963385;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000530;"Bilimsel araştırma yöntemi";"Karasar, Niyazi";"001.42 KAR 1982";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000531;"Kaynak gösterme el kitabı";"Kurbanoğlu, S. Serap";"001.42 KUR 2004";975952953X;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000532;"Aşık edebiyatı metin tahlilleri";"Artun, Erman";"813.42 ART 2010";9786054208517;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000533;Brandenburg;"Meade, Glenn";"828.3354 MEA 2005";9756719648;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000534;"Ahlak Eğitimi";"Durkheım, Emıle";"370.114 DUR 2011";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000535;"Beyaz camın yerlileri";;"791.43 BEY 2011";9786055936624;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000536;"Kuantum başarı";"Taylor, Sandre Anne";"158.2 TAY 2010";9789750103674;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000537;"Hak sözün vesikaları";"Ebül-berekât Abddullah";"297.51 EBÜ 1988";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000538;"Uzaklaşmalar yakınlaşmalar";"Horoz, Erkan";"814.42 HOR 2013";9786051480381;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000539;"The black sheep and the hidden beauty";"Kauffman, Donna";"828.3354 KAU 2008";0758217277;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000540;"Göstergebilimsel serüven";"Barthes, Roland";"401 BAR 1999";9758397176;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000541;"İçimizdeki güç sevgi";"Zengin, Gülden";"152.41 ZEN 2016";9786059831635;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000542;"Marka yaratmanın 22 kuralı";"Ries, Al";"658.8343 RİE 2004";9758378309;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000543;"Ötekileştirmeyen masallar";"Garner, James Finn";"398.2 GAR 2017";9786054878826;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000544;"Borçlar Hukuku umumi Hükümler";;"345.8 BOR 1965";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000545;"Gizli özne";"Kaya, Nihan";"813.42 KAY 2003";9756611618;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000546;"Yüksek gerilim";"Ağaoğlu, Adalet";"813 AĞA 1984";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000547;"Herkese Lazım Olan İman";"Mevlana Halid-i Bağdadi";"297.4 MEV 1998";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000548;"Mor ineğin akıllısı";"Kırım, Arman";"650.1 KIR 2003";9753223080;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000549;"Buhara hukuk okulu";"Bedir, Murtaza";"297.5011 BED 2014";9786054829170;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000550;"Gonca'nın günlüğü";"Maden, Mehmet";"813.42 MAD ";9944320078;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000551;"Hikaye İncelemeleri";"Yıldız, Alpay Doğan";"813.42 YIL 2008";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000552;"Atatürk ve Türk inkılap tarihi";;"956.1024076 ATA 2010";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000553;"Açıklamalı-yorumlu kronolojik kültür-sanat-tarih ansiklopedisi 1";;"030 AÇI 2008";"9786055965013 | 9789756217993";"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000554;"Mösyö Lökok";"Gabariaux, Emile";"840 GAB 1306";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000555;"Büyük balık küçük balığı değil, hızlı balık yavaş balığı yutar";"Jennings, Jason - Haughton";"302.14 JEN 2008";9789944077538;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000556;"Yanlış Cumhuriyet";"Nişanyan Sevan";"956 NİŞ 2008";9789759169770;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000557;Pandora;"James, Henry";"828.3354 JAM 2011";9786054452248;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000558;"Türk halk şiirinde sureler ve ayetler";"Temizkan, Mehmet";"811.009 TEM 2015";9786055184452;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000559;"Eski Türkçenin söz varlığının düz ve ters dizimi";"Cengiz ALYILMAZ";"410 CEN 2004";975922125X;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000560;"Mantığa Giriş = Kitâbu'ş - Şifâ";"İbn Sina";"160 İBN 2006";975632922X;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000561;Lontano;"Grange, Jean-Christophe";"843.914 GRA 2016";9786050934694;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000562;"Algılama yönetimi";"Saydam, Ali";"302.2 SAY 2006";9758296841;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000563;"Müzebilimin ABC'si";;"069 MÜZ 2012";9786055607913;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000564;"Harp sanatı ve aletleri, Ümmü'l Gaza";"Bayramoğlu Ali Ağa";"355.8 BAY 2013";9789751737014;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000565;"Adrenal ve gonadal hastalıklar kılavuzu";;"616.4 TÜR 2011";9786054011124;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000566;"Kıyamet az sonra";"Human, Charlie";"828.993633 HUM 2015";9786053754343;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000567;"Yol ayrımındaki Türkiye";"Dursun, Davut";"956.1 DUR 1996";9757369543;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000568;"Wuthering Heights";"Bronte, Emily";"823.8 BRO ";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000569;"Kramer Kramer'e karşı /";"Corman, Avery,";"828 COR 2020";9786050634983;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000570;"Moda tasarımında giysi teknikleri";"Fischer, Anette";"746 FİS 2018";9789750407857;"Gençlik Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000571;"Gizli bahçe";"Burnett, Frances Hodgson";"823.8 BUR 2020";9786052216316;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000572;"Gizli bahçe";"Burnett, Frances Hodgson";"823.8 BUR 2020";9786052216316;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000573;"Gizli bahçe";"Burnett, Frances Hodgson";"823.8 BUR 2020";9786052216316;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000574;Faroz;"Tokgöz, Osman";"915.6325 TOK 2017";9786058258808;"Kent Kitaplığı";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000575;"Sergüzeşt";"Samipaşazade Sezai,";"813.32 SAM 2019";9786056947889;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000576;"Hayaletli gölün çocukları";"Armutak, Yeşim";"813.42 ARM 2007";9789756227213;"Kent Kitaplığı";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000577;Gel;"Polat, Fatma";"813.42 POL 2011";9786054470051;"Diğer";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000578;"...ve aşk";"Sadri, İbrahim";"814.42 SAD 2019";9786057717153;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000579;"Akıllı horoz";;"398.2 AKI 2009";9789759189969;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000580;"Çağdaş Müslüman düşünce ve sembol şahsiyetler";"Atalar, Kürşad";"297.67 ATA 2016";9789753523974;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000581;Gel;"Polat, Fatma";"813.42 POL 2011";9786054470051;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000582;Gel;"Polat, Fatma";"813.42 POL 2011";9786054470051;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000583;Gel;"Polat, Fatma";"813.42 POL 2011";9786054470051;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000584;"Acı portakal";"Bener, Yiğit";"813.42 BEN 2019";9789750741593;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000585;"DEFİNE ADASI";"STEVENSEN, ROBERT L.";"823.8 STE 2005";;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000586;"aktarılacak Şampiyon oyunlar";;"688.725 AKT 2021";8682408359687;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;"Karma Materyal"
111000000587;"aktarılacak Şampiyon oyunlar";;"688.725 AKT 2021";8682408359687;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;"Karma Materyal"
111000000588;"Aktarılan Küçük yürek";"Çerezci, Su";"816.42 ÇER 2014";9789752311381;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000589;"Aktarılan Küçük yürek";"Çerezci, Su";"816.42 ÇER 2014";9789752311381;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000590;"Aktarılan Leviathan";"Westerfeld, Scott";"828.3354 WES 2010";9789944823296;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000591;"Aktarılan Leviathan";"Westerfeld, Scott";"828.3354 WES 2010";9789944823296;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000592;"Mekanlarla ve olaylarıyla Hz. Muhammed’in hayatı";"Uğurluel, Talha";"297.922 UĞU 2015";9786050818864;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000593;"Mekanlarla ve olaylarıyla Hz. Muhammed’in hayatı";"Uğurluel, Talha";"297.922 UĞU 2015";9786050818864;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000594;"Çatışmalı süreçler nasıl sona erdirilir?";;"303 ÇAT 2015";9786056181955;"Diğer";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000595;Morfin;"Bulgakov, Mihail Afanasyeviç";"891.7342 BUL 2019";9789750740374;"Diğer";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000596;"Ermiş";"Cibran, Halil";"892.735 CİB 2018";9786052194614;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";"Raf Kontrol Notu";" Kitap"
111000000597;"Körleşme";"Canetti, Elias";"834.914 CAN 2022";9789755707044;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000598;"Beyaz ölüm";"Benazus, Hanri";"956.601543 BEN 2014";9786055476700;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000599;"Vesikalı şehir ";"Çiçekoğlu, Feride";"791.436256226 VES 2007";"9789753426060 ";"Kent Kitaplığı";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000600;"Adalet Psikolojisi";"Erem, Ahmet Faruk";"343.9 ERE 1959";;"Kent Kitaplığı";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000601;"Nusretiye Külliyesi :";;"726.2 NUS 2019";9789751743015;"Geçici Derme1";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000602;"Derviş Zaim üzerine notlar";"Seçkiner, Sancar";"791.430233092 SEÇ 2014";9786054579839;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000603;"Bilgi çağında arşivsel bilgi analizi";"Özdemirci, Fahrettin";"025.3 ÖZD 2015";9786056100925;"Kent Kitaplığı";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000604;"Element efendisi Mar";"Avgören, Esra";"813.42 AVG 2015";9786051740904;"Geçici Derme1";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000605;Ceset;"Kıng, Stephen";"823 KIN 1988";9754050597;"Geçici Derme2";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000606;"Kız, kar ve kan";"London, Jack";"828.3352 LON 1989";;"Geçici Derme2";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000607;"Kitabü'l-Emed ; Ale'l - Ebed";"Ebü'l Hasan El-Amiri";"170 EBÜ 2013";9789751736567;"Geçici Derme3";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000608;"Harp sanatı ve aletleri, Ümmü'l Gaza";"Bayramoğlu Ali Ağa";"355.8 BAY 2013";9789751737014;"Geçici Derme2";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000609;"Şemseddin Sami'nin tiyatroları : Besa yahut Ahde vefa ; Seydi Yahya ; Gave";"Şemseddin Sami";"812.42 ŞEM 2008";9789756706275;"Geçici Derme2";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000610;"Şemseddin Sami'nin tiyatroları : Besa yahut Ahde vefa ; Seydi Yahya ; Gave";"Şemseddin Sami";"812.42 ŞEM 2008";9789756706275;"Geçici Derme2";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000611;"Büyük Umutlar";"Dickens Charles / Çev. Öner Celal";"823.8 DİC 2003";9753852681;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000612;"Turgut Uyar'ın şiirlerinde "" Ben ve Öteki""nin görüntü düzeyleri";"Şahin, Veysel";"808.1 ŞAH 2017";9786053423805;"Geçici Derme1";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000613;"Klasik Mantığa Kiriş";"Emiroğlu İbrahim";"160 EMİ 2011";9789758774128;"Geçici Derme2";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000614;"Algılama yönetimi";"Saydam, Ali";"302.2 SAY 2006";9758296841;"Geçici Derme3";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000615;"Adalet Psikolojisi";"Erem, Ahmet Faruk";"343.9 ERE 1959";;"Geçici Derme2";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000616;"Adalet Psikolojisi";"Erem, Ahmet Faruk";"343.9 ERE 1959";;"Geçici Derme1";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000617;"Anayasa (1982)";;"340.21 TÜR [1982?]";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000618;"Phantom pain";"Aydın, Rıza";"297.8252 AYD 2018";9786052884669;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000619;"Artı Değer Teorileri";"Marx, Karl";"330 MAR 1998";975733971X;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000620;"Ermiş";"Cibran, Halil,";"892.735 CİB 2018?]";9786052194614;"Yabancı Diller Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000621;"Şahin yuvası";"Karataş, Ahmet";"813.42 KAR 2016";975328756413;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000622;Gel;"Polat, Fatma";"813.42 POL 2011";9786054470051;"Diğer";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000623;"SSCB döneminde cilt lekesi: Türkler";"Devletşin, Tamurbek";"305.89435047 DEV 2019";9786059444040;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000624;"Bilge köpek yeni evinde ";"Rosoff, Meg,";"828.3354 ROS 2019";9786052851708;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000625;"İp toplayan kızlar ";"Bayar, Birsen,";"813.42 BAY 2020";9789944713986;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000626;Sahaf;"Dahl, Roald";"823.914 DAH 2020";9786058029569;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000627;"Gülme başına gelir komşuna";"Sota, Mine";"817.42 SOT 2012";9789756107423;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000628;"2.Halk kütüphaneciliği sempozyumu: değişen dünyada halk kütüphaneleri (9-12 Mays 2012: Bodrum)";;"016 2H 2012";9789751735966;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000629;"Sait Faik";abasıyanık;"920 ABA 1991";9754942323;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000630;"Sait Faik";abasıyanık;"920 ABA 1991";9754942323;"Geçici Derme1";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000631;"7'den 70'e beyin jimnastiği";"Koçak, Zübeyde";"793.73 KOÇ 2015";9786054965496;Depo;"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000632;"Sait Faik";abasıyanık;"920 ABA 1991";9754942323;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000633;"Anneannem Askere Gidiyor";"İzgü Muzaffer";"813.42 İZG 2004";9754944695;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000634;"99 sayfada astım";"Küçükusta, Ahmet Rasim";"616.73 KÜÇ 2014";9789944881005;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000635;"72. koğuş";"Orhan Kemal";"813.42 ORH 1979";9789752893962;Depo;"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000636;"Arda banyo yapıyor";;"649.58 ARD [2016?]";9789752741713;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000637;"Arda kamp yapıyor";;"372.412 ARD 2017";9789752741690;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000638;"Antik Mısır: Arya & Ayaz-4";"Hanzade, Pınar";"813.42 HAN 2019";9789757140085;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000639;"Davetsiz misafir : Arya & Ayaz-8";"Hanzade, Pınar";"813.42 HAN 2019";9789757140061;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000640;"Arkadaş kazanmanın 100 yolu";;"303.32 ARK 2018";9786053499640;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000641;"Birkaç özel adam: Arya & Ayaz-7";"Hanzade, Pınar";"813.42 HAN 2019";9789757140078;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000642;"Yaşama dokunmak ";"Güner, Haldun";"320.9561 YAŞ 2021";9786257604499;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000643;"Çizim sanatı- 6: insan anatomisi";"Civardi, Giovanni";"743.49 CİV 2019";9786052420928;"Sanat Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000644;"72. koğuş";"Orhan Kemal";"813.42 ORH 1979";9789752893962;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000645;"Çizim sanatı- 6: insan anatomisi";"Civardi, Giovanni";"743.49 CİV 2019";9786052420928;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000646;"Ağaç ev böcek dünyası";;"649.55 AĞA [t.y.]";;Depo;"DEMO EĞİTİM KÜTÜPHANESİ";;Oyuncak
111000000647;Pinokyo;"Collodi, Carlo";"398.2 COL [t.y.]";9786054170821;Depo;"DEMO EĞİTİM KÜTÜPHANESİ";;"Sesli Kitap"
111000000648;"Ahşap puzzle renkler";;"793.7 AHŞ 2022";7891236584135;Salon;"DEMO EĞİTİM KÜTÜPHANESİ";;Oyuncak
111000000649;"Block buddies ahşap blok oyunu";;"649.55 BLO 2021";736970251066;"Geçici Derme1";"DEMO EĞİTİM KÜTÜPHANESİ";;Oyuncak
111000000650;"Sayı seti";;"649.55 SAY [t.y.]";;Salon;"DEMO EĞİTİM KÜTÜPHANESİ";"j - Raf Kontrol Notu (952j)";Oyuncak
111000000652;"Marie Antoinette";"Berly, Celile";"923.1 BER 2021";9786257631402;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000655;"Katloglama için kurallar";"Sefercioğlu necmeddin";110;9751730886;;"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000656;"Müzebilimin ABC'si";;"069 MÜZ 2012";9786055607913;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000657;"C dersi";;"006.66 CD 2013";9789944623377;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000658;"Katloglama için kurallar";"Sefercioğlu necmeddin";"030 SEF 2008";9751730886;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000659;"Arda doğruyu söylüyor";;"372.412 ARD [t.y.]";9789752741720;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000660;"Danişname-i Alai";"İbn Sina, Ebu Ali el-Hüseyin bin Abdullah bin Ali";"181.07 SİN 2013";9789751736963;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000661;"Sinekli bakkal";"Adıvar, Halide Edip";"813.4 ADI 2004";9754471142;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000662;"On birinci takas";"Hollingsworth, Alyssa";"823.914 HOL 2021";9786051885889;Depo;"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000663;"Bütün değişik ve ekleriyle şehir ve kasabalarda mahalle muhtar ve ihtiyar heyeti teşkiline dair kanun";;"352 TÜR 1950";;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000664;"Afedersin hayat Deneme";"Yıldız, Ahmed Günbay";"813.42 YIL 2011";9753626223655;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000665;"Akıllı horoz";;"398.2 AKI 2009";9789759189969;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";"ttt | bb555";" Kitap"
111000000666;"Gelecek daha güzel günler mi getirecek?";;"116 GEL 2017";9786054729982;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000667;Bitanem;"Özer, Candan";"813.42 ÖZE 2012";9786054401833;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000668;"Dilbilim çeviribilim yazıları";;"400 DİL 2018";9786051701578;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000669;Ana;"Gorki, Maksim";"891.733 GOR 1990";9753850158;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
